Type,Id,Name,Frequency (Hz),Latitude,Longitude,Altitude (m),Power,TII Main,TII Sub
FM,BBC Radio 4 (FM) Rossendale HASLINGDEN,BBC Radio 4 (FM),94300000,53.708491,-2.311438,336,0.1,,
FM,BBC Radio 4 (FM) Hastings,BBC Radio 4 (FM),94200000,50.861622,0.566431,76,0.25,,
FM,BBC Radio 4 (FM) Pembrokeshire Haverfordwest,BBC Radio 4 (FM),104900000,51.899195,-4.86653,186,9.54993,,
FM,BBC Radio 4 (FM) Hebden Bridge HEBDEN BRIDGE,BBC Radio 4 (FM),92800000,53.737298,-2.018458,220,0.025,,
FM,BBC Radio 4 (FM) Caversham Hemdean,BBC Radio 4 (FM),94200000,51.481196,-0.978531,69,1,,
FM,BBC Radio 4 (FM) High Wycombe,BBC Radio 4 (FM),94400000,51.640531,-0.763678,156,0.025,,
FM,BBC Radio 4 (FM) Teignmouth Holcombe Down,BBC Radio 4 (FM),93800000,50.566699,-3.506408,205,0.1,,
FM,BBC Radio 4 (FM) Yorkshire and Lancashire Holme Moss,BBC Radio 4 (FM),93700000,53.533184,-1.858296,524,125,,
FM,BBC Radio 4 (FM) Weston-super-Mare Hutton,BBC Radio 4 (FM),93800000,51.325227,-2.918301,73,0.04,,
FM,BBC Radio 4 (FM) Bradford Idle,BBC Radio 4 (FM),92900000,53.832945,-1.752142,215,0.01,,
FM,BBC Radio 4 (FM) Bristol Ilchester Crescent,BBC Radio 4 (FM),93700000,51.427947,-2.609813,48,0.649999,,
FM,BBC Radio 4 (FM) Borders INNERLEITHEN,BBC Radio 4 (FM),96100000,55.620243,-3.07272,244,0.011,,
FM,BBC Radio 4 (FM) Isles of Scilly,BBC Radio 4 (FM),93200000,49.932504,-6.305394,32,0.03,,
FM,BBC Radio 4 (FM) Devon Ivybridge,BBC Radio 4 (FM),94300000,50.368664,-3.926486,142,0.05,,
FM,BBC Radio 4 (FM) Orkney Keelylang Hill B,BBC Radio 4 (FM),96000000,58.975283,-3.083943,220,16,,
FM,BBC Radio 4 (FM) West Yorkshire KEIGHLEY,BBC Radio 4 (FM),93300000,53.895532,-1.896639,305,1,,
FM,BBC Radio 4 (FM) South Lakes Kendal,BBC Radio 4 (FM),93400000,54.314559,-2.708127,172,0.05,,
FM,BBC Radio 4 (FM) Kenley KENLEY,BBC Radio 4 (FM),92800000,51.317089,-0.09335,152,0.025,,
FM,BBC Radio 4 (FM) North Lakes Keswick Forest,BBC Radio 4 (FM),94000000,54.608739,-3.204646,215,0,,
FM,BBC Radio 4 (FM) Kilkeel,BBC Radio 4 (FM),103900000,54.095375,-6.041723,267,0.1,,
FM,BBC Radio 4 (FM) Swansea Kilvey Hill,BBC Radio 4 (FM),94600000,51.62891,-3.919745,193,0.5,,
FM,BBC Radio 4 (FM) Dartmouth Kingswear,BBC Radio 4 (FM),94200000,50.349538,-3.565025,107,0.005,,
FM,BBC Radio 4 (FM) Cairngorms KINGUSSIE,BBC Radio 4 (FM),95700000,57.061393,-4.030507,351,0.05,,
FM,BBC Radio 4 (FM) Kinlochleven,BBC Radio 4 (FM),95600000,56.722796,-4.978914,273,0.005,,
FM,BBC Radio 4 (FM) Borders Kirkconnel,BBC Radio 4 (FM),95300000,55.412875,-3.983785,480,0.02,,
FM,BBC Radio 4 (FM) Perth Kirkton Mailer,BBC Radio 4 (FM),94600000,56.372293,-3.453361,178,0.5,,
FM,BBC Radio 4 (FM) Moray Knockmore,BBC Radio 4 (FM),94800000,57.532303,-3.135126,353,1,,
FM,BBC Radio 4 (FM) Larne,BBC Radio 4 (FM),103500000,54.862024,-5.828421,119,0.05,,
FM,BBC Radio 4 (FM) Jersey Les Platons,BBC Radio 4 (FM),94800000,49.246023,-2.1012,134,8,,
FM,BBC Radio 4 (FM) East Ayrshire LETHANHILL,BBC Radio 4 (FM),94900000,55.36421,-4.464995,300,0.11,,
FM,BBC Radio 4 (FM) Limavady,BBC Radio 4 (FM),94000000,55.109172,-6.886121,341,1.7,,
FM,BBC Radio 4 (FM) Anglesey LLANDDONA,BBC Radio 4 (FM),103600000,53.307002,-4.12825,146,10.5,,
FM,BBC Radio 4 (FM) Snowdonia LLANDECWYN,BBC Radio 4 (FM),104900000,52.914419,-4.017769,268,0.1,,
FM,BBC Radio 4 (FM) Mid Wales LLANDINAM,BBC Radio 4 (FM),94500000,52.479547,-3.399945,454,0.022,,
FM,BBC Radio 4 (FM) Llandrindod Wells,BBC Radio 4 (FM),103800000,52.261047,-3.439354,432,1.35,,
FM,BBC Radio 4 (FM) Ceredigion LLANDYFRIOG,BBC Radio 4 (FM),104400000,52.045314,-4.410045,116,0.05,,
FM,BBC Radio 4 (FM) Llanfyllin LLANFYLLIN,BBC Radio 4 (FM),93500000,52.753349,-3.259797,264,0.003972,,
FM,BBC Radio 4 (FM) Bridgend Llangeinor,BBC Radio 4 (FM),93000000,51.586117,-3.581462,306,0.01,,
FM,BBC Radio 4 (FM) Llangollen and Cheshire Llangollen VHF,BBC Radio 4 (FM),93300000,53.031048,-3.180791,556,7.80001,,
FM,BBC Radio 4 (FM) Mid Wales LLANIDLOES,BBC Radio 4 (FM),104800000,52.446933,-3.549585,244,0.025,,
FM,BBC Radio 4 (FM) Llanrhaeadr ym Mochnant LLANRHAEADR YM MOCHN,BBC Radio 4 (FM),94200000,52.825889,-3.226423,333,0.025,,
FM,BBC Radio 4 (FM) Snowdonia LLWYN ONN,BBC Radio 4 (FM),104800000,52.737496,-4.03773,277,0.25,,
FM,BBC Radio 4 (FM) Talgarth LLYSWEN,BBC Radio 4 (FM),104400000,52.016761,-3.258522,224,0.01,,
FM,BBC Radio 4 (FM) Londonderry,BBC Radio 4 (FM),94900000,55.00421,-7.368968,175,5,,
FM,BBC Radio 4 (FM) Welshpool LONG MOUNTAIN,BBC Radio 4 (FM),94000000,52.644306,-3.086542,400,0.024,,
FM,BBC Radio 4 (FM) Calderdale LUDDENDEN,BBC Radio 4 (FM),93100000,53.720111,-1.92874,256,0.084,,
FM,BBC Radio 4 (FM) Ludlow LUDLOW,BBC Radio 4 (FM),94000000,52.362722,-2.738327,216,0.005,,
FM,BBC Radio 4 (FM) Lyme Regis,BBC Radio 4 (FM),94100000,50.737572,-2.929856,162,0.05,,
FM,BBC Radio 4 (FM) Snowdonia MACHYNLLETH,BBC Radio 4 (FM),103600000,52.586449,-3.885603,100,0.06,,
FM,BBC Radio 4 (FM) Cambridgeshire Madingley,BBC Radio 4 (FM),93300000,52.215394,0.036667,62,0.13,,
FM,BBC Radio 4 (FM) Mallaig,BBC Radio 4 (FM),94700000,57.001499,-5.828475,71,0.02,,
FM,BBC Radio 4 (FM) Colchester and Ipswich Manningtree,BBC Radio 4 (FM),92500000,51.92387,1.086097,35,2.5,,
FM,BBC Radio 4 (FM) Marlborough MARLBOROUGH,BBC Radio 4 (FM),94500000,51.417912,-1.699977,192,0.1,,
FM,BBC Radio 4 (FM) Aberdeenshire Meldrum,BBC Radio 4 (FM),95300000,57.386674,-2.400197,245,75,,
FM,BBC Radio 4 (FM) Wester Ross Melvaig,BBC Radio 4 (FM),95700000,57.842382,-5.782182,271,17.5903,,
FM,BBC Radio 4 (FM) Membury,BBC Radio 4 (FM),93300000,51.484903,-1.558836,211,0.125,,
FM,BBC Radio 4 (FM) Mickleham MICKLEHAM,BBC Radio 4 (FM),94100000,51.272007,-0.333055,103,0.025,,
FM,BBC Radio 4 (FM) Dumbarton Millburn Muir,BBC Radio 4 (FM),104100000,55.982322,-4.600708,152,0.025,,
FM,BBC Radio 4 (FM) West Somerset Minehead,BBC Radio 4 (FM),93400000,51.19744,-3.48052,79,0.01,,
FM,BBC Radio 4 (FM) Morecambe Bay,BBC Radio 4 (FM),94400000,54.202505,-3.167346,259,5,,
FM,BBC Radio 4 (FM) Cardigan Bay Mynydd Pencarreg,BBC Radio 4 (FM),103700000,52.067402,-4.076523,411,0.2,,
FM,BBC Radio 4 (FM) Gloucestershire NAILSWORTH,BBC Radio 4 (FM),92600000,51.690257,-2.219843,114,0.1,,
FM,BBC Radio 4 (FM) Isle of Lewis Ness of Lewis,BBC Radio 4 (FM),96100000,58.461531,-6.230808,100,0.162,,
FM,BBC Radio 4 (FM) Newbury,BBC Radio 4 (FM),92600000,51.414621,-1.290472,130,0.1,,
FM,BBC Radio 4 (FM) Newhaven NEWHAVEN,BBC Radio 4 (FM),94100000,50.787726,0.035848,81,0.05,,
FM,BBC Radio 4 (FM) Newcastle NEWTON,BBC Radio 4 (FM),93800000,54.982447,-1.945593,165,0.1,,
FM,BBC Radio 4 (FM) Devon North Hessary Tor,BBC Radio 4 (FM),92500000,50.550217,-4.008413,508,80,,
FM,BBC Radio 4 (FM) Northamptonshire Northampton,BBC Radio 4 (FM),93300000,52.275355,-0.885481,127,0.0615,,
FM,BBC Radio 4 (FM) Oban and Mull Oban,BBC Radio 4 (FM),95300000,56.40396,-5.485882,122,2.5,,
FM,BBC Radio 4 (FM) Ogmore Vale,BBC Radio 4 (FM),93600000,51.593504,-3.546781,298,0.01,,
FM,BBC Radio 4 (FM) Okehampton,BBC Radio 4 (FM),93100000,50.753618,-4.005483,208,0.025,,
FM,BBC Radio 4 (FM) Scarborough OLIVERS MOUNT,BBC Radio 4 (FM),94300000,54.267351,-0.404494,151,0.125,,
FM,BBC Radio 4 (FM) Oxfordshire Oxford,BBC Radio 4 (FM),93900000,51.790638,-1.179183,130,17.5903,,
FM,BBC Radio 4 (FM) Borders PEEBLES,BBC Radio 4 (FM),95000000,55.661832,-3.227732,352,0.02,,
FM,BBC Radio 4 (FM) Bodmin Penaligon Downs,BBC Radio 4 (FM),93200000,50.481389,-4.782638,116,0.2,,
FM,BBC Radio 4 (FM) Burnley Pendle Forest,BBC Radio 4 (FM),94600000,53.841893,-2.266074,276,0.5,,
FM,BBC Radio 4 (FM) Penicuik PENICUIK,BBC Radio 4 (FM),95500000,55.819142,-3.194377,248,0.132,,
FM,BBC Radio 4 (FM) Portree Penifiler,BBC Radio 4 (FM),96100000,57.395531,-6.180316,52,0.005,,
FM,BBC Radio 4 (FM) Colwyn Bay Penmaen Rhos,BBC Radio 4 (FM),104600000,53.286941,-3.684982,125,0.1,,
FM,BBC Radio 4 (FM) Cwmbran Pennar,BBC Radio 4 (FM),93900000,51.656112,-3.144564,228,0.005,,
FM,BBC Radio 4 (FM) Huntingdonshire Peterborough,BBC Radio 4 (FM),94500000,52.507615,-0.343282,56,18.7,,
FM,BBC Radio 4 (FM) Pitlochry PITLOCHRY,BBC Radio 4 (FM),103900000,56.687307,-3.759852,401,0,,
FM,BBC Radio 4 (FM) Plymouth Plympton,BBC Radio 4 (FM),92900000,50.381346,-4.067802,113,0.04,,
FM,BBC Radio 4 (FM) Tyneside PONTOP PIKE,BBC Radio 4 (FM),92900000,54.868838,-1.771233,302,67.5,,
FM,BBC Radio 4 (FM) Pontypool,BBC Radio 4 (FM),104800000,51.685712,-3.036095,250,0.025,,
FM,BBC Radio 4 (FM) Islay PORT ELLEN,BBC Radio 4 (FM),94700000,55.627446,-6.227617,93,0.065,,
FM,BBC Radio 4 (FM) Pontypridd Porth,BBC Radio 4 (FM),92800000,51.617787,-3.403306,247,0.01,,
FM,BBC Radio 4 (FM) West Cornwall Redruth,BBC Radio 4 (FM),94100000,50.209786,-5.238489,237,8.80001,,
FM,BBC Radio 4 (FM) Neath Valley RHEOLA,BBC Radio 4 (FM),104800000,51.741661,-3.679878,409,0.01,,
FM,BBC Radio 4 (FM) Rhymney RHYMNEY,BBC Radio 4 (FM),93700000,51.730587,-3.264891,419,0.02,,
FM,BBC Radio 4 (FM) Herefordshire RIDGE HILL,BBC Radio 4 (FM),93000000,51.997433,-2.53989,204,5,,
FM,BBC Radio 4 (FM) Highland Rosemarkie,BBC Radio 4 (FM),103600000,57.633195,-4.075231,206,9.77237,,
FM,BBC Radio 4 (FM) Coupar Rosemount,BBC Radio 4 (FM),95500000,56.576982,-3.298257,81,0.032,,
FM,BBC Radio 4 (FM) Helensburgh Rosneath,BBC Radio 4 (FM),103800000,55.991937,-4.793795,107,0.025,,
FM,BBC Radio 4 (FM) South Newry Rostrevor Forest,BBC Radio 4 (FM),103900000,54.092725,-6.182015,215,0.02,,
FM,BBC Radio 4 (FM) Bute ROTHESAY,BBC Radio 4 (FM),95100000,55.878164,-4.998928,166,0.285,,
FM,BBC Radio 4 (FM) Hampshire and Isle of Wight ROWRIDGE,BBC Radio 4 (FM),92900000,50.676724,-1.370435,143,125,,
FM,BBC Radio 4 (FM) Caithness Rumster Forest,BBC Radio 4 (FM),95600000,58.328006,-3.371413,221,5,,
FM,BBC Radio 4 (FM) Greater Manchester SADDLEWORTH,BBC Radio 4 (FM),94100000,53.541535,-2.020635,347,0.1,,
FM,BBC Radio 4 (FM) Salcombe,BBC Radio 4 (FM),93900000,50.244921,-3.749115,61,0.198582,,
FM,BBC Radio 4 (FM) Salisbury SALISBURY,BBC Radio 4 (FM),94200000,51.055855,-1.806762,107,0.012619,,
FM,BBC Radio 4 (FM) Cumbria & South West Scotland Sandale,BBC Radio 4 (FM),92500000,54.749109,-3.14076,363,125,,
FM,BBC Radio 4 (FM) South Yorkshire Sheffield,BBC Radio 4 (FM),94300000,53.379385,-1.513809,247,0.16,,
FM,BBC Radio 4 (FM) Skye & Lochalsh Skriaig,BBC Radio 4 (FM),94800000,57.38642,-6.24289,390,9.68481,,
FM,BBC Radio 4 (FM) Kintyre Islay and Jura South Knapdale,BBC Radio 4 (FM),95600000,55.91751,-5.462223,481,1.1,,
FM,BBC Radio 4 (FM) Derbyshire Stanton Moor,BBC Radio 4 (FM),94200000,53.170195,-1.633756,305,0.6,,
FM,BBC Radio 4 (FM) Inveraray Strachur,BBC Radio 4 (FM),95100000,56.179137,-5.071531,175,0.01,,
FM,BBC Radio 4 (FM) Galloway STRANRAER,BBC Radio 4 (FM),103600000,54.928074,-4.949004,190,0.031,,
FM,BBC Radio 4 (FM) West Midlands SUTTON COLDFIELD,BBC Radio 4 (FM),92700000,52.600539,-1.833856,169,62.5,,
FM,BBC Radio 4 (FM) Dover Swingate,BBC Radio 4 (FM),94400000,51.137832,1.335758,122,5.5,,
FM,BBC Radio 4 (FM) Norfolk TACOLNESTON,BBC Radio 4 (FM),94100000,52.518759,1.138705,64,119.374,,
FM,BBC Radio 4 (FM) Calder Valley TODMORDEN,BBC Radio 4 (FM),93300000,53.713283,-2.065416,221,0.1,,
FM,BBC Radio 4 (FM) Rhondda Valley Ton Pentre,BBC Radio 4 (FM),104300000,51.64954,-3.504023,323,0.003,,
FM,BBC Radio 4 (FM) Tullich TULLICH,BBC Radio 4 (FM),104500000,57.07283,-3.027203,463,0.025,,
FM,BBC Radio 4 (FM) Ullapool,BBC Radio 4 (FM),96100000,57.892557,-5.135709,143,0.05,,
FM,BBC Radio 4 (FM) Neath Valley Varteg Hill,BBC Radio 4 (FM),103500000,51.754672,-3.773522,351,0.024,,
FM,BBC Radio 4 (FM) Ventnor,BBC Radio 4 (FM),93800000,50.601933,-1.199325,227,0.025,,
FM,BBC Radio 4 (FM) Calder Valley WALSDEN SOUTH,BBC Radio 4 (FM),92800000,53.690612,-2.096576,227,0.01,,
FM,BBC Radio 4 (FM) County Durham WEARDALE,BBC Radio 4 (FM),94100000,54.74117,-1.961914,404,0.09,,
FM,BBC Radio 4 (FM) Wensleydale,BBC Radio 4 (FM),92700000,54.312324,-2.013338,402,0.05,,
FM,BBC Radio 4 (FM) South Glamorgan Wenvoe,BBC Radio 4 (FM),94300000,51.459476,-3.282282,129,125,,
FM,BBC Radio 4 (FM) North Ayrshire WEST KILBRIDE,BBC Radio 4 (FM),103500000,55.695641,-4.84184,170,0.05,,
FM,BBC Radio 4 (FM) Trowbridge WESTWOOD,BBC Radio 4 (FM),92700000,51.336803,-2.264225,87,0.05,,
FM,BBC Radio 4 (FM) Weymouth,BBC Radio 4 (FM),94400000,50.59912,-2.476532,64,0.1,,
FM,BBC Radio 4 (FM) Whalley WHALLEY,BBC Radio 4 (FM),94000000,53.812989,-2.411689,172,0.01,,
FM,BBC Radio 4 (FM) West Yorkshire WHARFEDALE,BBC Radio 4 (FM),92800000,53.932231,-1.699923,212,0.02,,
FM,BBC Radio 4 (FM) Whitby WHITBY BUSINESS PARK,BBC Radio 4 (FM),94000000,54.473215,-0.595572,60,0.056,,
FM,BBC Radio 4 (FM) West Cumbria Whitehaven - VHF,BBC Radio 4 (FM),94100000,54.499453,-3.558449,125,0.13,,
FM,BBC Radio 4 (FM) Brighton WHITEHAWK HILL,BBC Radio 4 (FM),94500000,50.824954,-0.113611,120,0.25,,
FM,BBC Radio 4 (FM) Windermere WINDERMERE,BBC Radio 4 (FM),92700000,54.37436,-2.951306,216,0.032,,
FM,BBC Radio 4 (FM) Lancashire WINTER HILL,BBC Radio 4 (FM),93000000,53.625547,-2.514794,439,2,,
FM,BBC Radio 4 (FM) North Yorkshire Woolmoor,BBC Radio 4 (FM),94400000,54.287102,-1.299034,257,5,,
FM,BBC Radio 4 (FM) London and the South East Wrotham,BBC Radio 4 (FM),93500000,51.320696,0.287702,219,125,,
FM,BBC Radio Berkshire Berkshire HANNINGTON,BBC Radio Berkshire,104100000,51.307873,-1.244777,220,2,,
FM,BBC Radio Berkshire Berkshire HENLEY,BBC Radio Berkshire,94600000,51.533409,-0.877019,109,0.125,,
FM,BBC Radio Berkshire Reading Reading - Fountain House,BBC Radio Berkshire,104400000,51.454569,-0.977254,43,0.7978,,
FM,BBC Radio Berkshire Windsor Windsor Castle,BBC Radio Berkshire,95400000,51.483228,-0.607933,38,0.5,,
FM,BBC Radio Bristol (FM) Bath,BBC Radio Bristol (FM),104600000,51.38779,-2.332925,175,0.041,,
FM,BBC Radio Bristol (FM) Bristol East Dundry,BBC Radio Bristol (FM),94900000,51.396006,-2.613844,198,0.5,,
FM,BBC Radio Bristol (FM) Weston-super-Mare Hutton,BBC Radio Bristol (FM),103600000,51.325227,-2.918301,73,0.1,,
FM,BBC Radio Cambridgeshire (FM) Cambridgeshire Madingley,BBC Radio Cambridgeshire (FM),96000000,52.215394,0.036667,62,0.4,,
FM,BBC Radio Cambridgeshire (FM) Huntingdonshire Peterborough,BBC Radio Cambridgeshire (FM),95700000,52.507615,-0.343282,56,2.6,,
FM,BBC Radio Cornwall (FM) East Cornwall Caradon Hill,BBC Radio Cornwall (FM),95200000,50.511364,-4.43683,369,2.5,,
FM,BBC Radio Cornwall (FM) Isles of Scilly,BBC Radio Cornwall (FM),96000000,49.932504,-6.305394,32,0.03,,
FM,BBC Radio Cornwall (FM) West Cornwall Redruth,BBC Radio Cornwall (FM),103900000,50.209786,-5.238489,237,8.9,,
FM,BBC Radio Cumbria (FM) South Lakes Kendal,BBC Radio Cumbria (FM),95200000,54.314559,-2.708127,172,0.1,,
FM,BBC Radio Cumbria (FM) North Lakes Keswick Forest,BBC Radio Cumbria (FM),104100000,54.608739,-3.204646,215,0,,
FM,BBC Radio Cumbria (FM) Morecambe Bay,BBC Radio Cumbria (FM),96100000,54.202505,-3.167346,259,1.6,,
FM,BBC Radio Cumbria (FM) Cumbria Sandale,BBC Radio Cumbria (FM),95600000,54.749109,-3.14076,363,7.5,,
FM,BBC Radio Cumbria (FM) West Cumbria Whitehaven - VHF,BBC Radio Cumbria (FM),104100000,54.499453,-3.558449,125,0.967164,,
FM,BBC Radio Cumbria (FM) Windermere WINDERMERE,BBC Radio Cumbria (FM),104200000,54.37436,-2.951306,216,0.032,,
FM,BBC Radio Cymru Aberdare,BBC Radio Cymru,93600000,51.702007,-3.398531,282,0.021,,
FM,BBC Radio Cymru Abergavenny,BBC Radio Cymru,103500000,51.807795,-3.097781,433,0.02,,
FM,BBC Radio Cymru Pontypool Abertillery,BBC Radio Cymru,104300000,51.714666,-3.12404,400,0.01,,
FM,BBC Radio Cymru Snowdonia Betws Y Coed,BBC Radio Cymru,92600000,53.108346,-3.75717,303,0.025,,
FM,BBC Radio Cymru Blaenavon,BBC Radio Cymru,104100000,51.750968,-3.048742,373,0.01,,
FM,BBC Radio Cymru Ceredigion Blaenplwyf,BBC Radio Cymru,93100000,52.360613,-4.102585,174,125,,
FM,BBC Radio Cymru Mid Wales Brecon VHF,BBC Radio Cymru,93300000,51.959448,-3.412497,248,0.01,,
FM,BBC Radio Cymru Carmarthen,BBC Radio Cymru,93300000,51.867126,-4.309135,137,0.01,,
FM,BBC Radio Cymru Carmarthenshire Carmel,BBC Radio Cymru,104600000,51.818501,-4.066216,255,1.6,,
FM,BBC Radio Cymru Wye Valley CLYRO,BBC Radio Cymru,92400000,52.08185,-3.162868,215,0.01,,
FM,BBC Radio Cymru Conway CONWY,BBC Radio Cymru,93500000,53.271606,-3.828796,114,0.05,,
FM,BBC Radio Cymru Croeserw,BBC Radio Cymru,93400000,51.644491,-3.652146,343,0.01,,
FM,BBC Radio Cymru Cwmafan,BBC Radio Cymru,104500000,51.628417,-3.737817,210,0.01,,
FM,BBC Radio Cymru Gwynedd DEINIOLEN,BBC Radio Cymru,92500000,53.137063,-4.129256,322,0.05,,
FM,BBC Radio Cymru Snowdonia DOLGELLAU,BBC Radio Cymru,94500000,52.749344,-3.886853,103,0.025,,
FM,BBC Radio Cymru South Wales EBBW VALE,BBC Radio Cymru,104600000,51.771714,-3.218938,442,0.015,,
FM,BBC Radio Cymru South Wales Ferndale,BBC Radio Cymru,104900000,51.662873,-3.437376,386,0.01,,
FM,BBC Radio Cymru Snowdonia FFESTINIOG,BBC Radio Cymru,92500000,52.934172,-3.921818,308,0.09,,
FM,BBC Radio Cymru Pembrokeshire Haverfordwest,BBC Radio Cymru,93700000,51.899195,-4.86653,186,9.54993,,
FM,BBC Radio Cymru Dee Estuary Holywell,BBC Radio Cymru,104700000,53.284128,-3.231408,130,0.25,,
FM,BBC Radio Cymru Swansea Kilvey Hill,BBC Radio Cymru,104200000,51.62891,-3.919745,193,0.5,,
FM,BBC Radio Cymru Anglesey LLANDDONA,BBC Radio Cymru,94200000,53.307002,-4.12825,146,10.5,,
FM,BBC Radio Cymru Snowdonia LLANDECWYN,BBC Radio Cymru,93800000,52.914419,-4.017769,268,0.1,,
FM,BBC Radio Cymru Mid Wales LLANDINAM,BBC Radio Cymru,96100000,52.479547,-3.399945,454,0.022,,
FM,BBC Radio Cymru Llandrindod Wells,BBC Radio Cymru,93500000,52.261047,-3.439354,432,1.35,,
FM,BBC Radio Cymru Ceredigion LLANDYFRIOG,BBC Radio Cymru,94500000,52.045314,-4.410045,116,0.05,,
FM,BBC Radio Cymru Llanfyllin LLANFYLLIN,BBC Radio Cymru,95700000,52.753349,-3.259797,264,0.005,,
FM,BBC Radio Cymru Bridgend Llangeinor,BBC Radio Cymru,104600000,51.586117,-3.581462,306,0.01,,
FM,BBC Radio Cymru Llangollen and Cheshire Llangollen VHF,BBC Radio Cymru,104300000,53.031048,-3.180791,556,7.80001,,
FM,BBC Radio Cymru Mid Wales LLANIDLOES,BBC Radio Cymru,92500000,52.446933,-3.549585,244,0.025,,
FM,BBC Radio Cymru Llanrhaeadr ym Mochnant LLANRHAEADR YM MOCHN,BBC Radio Cymru,103800000,52.825889,-3.226423,333,0.025,,
FM,BBC Radio Cymru Snowdonia LLWYN ONN,BBC Radio Cymru,92700000,52.737496,-4.03773,277,0.25,,
FM,BBC Radio Cymru Talgarth LLYSWEN,BBC Radio Cymru,94000000,52.016761,-3.258522,224,0.01,,
FM,BBC Radio Cymru Welshpool LONG MOUNTAIN,BBC Radio Cymru,103600000,52.644306,-3.086542,400,0.024,,
FM,BBC Radio Cymru Snowdonia MACHYNLLETH,BBC Radio Cymru,93800000,52.586449,-3.885603,100,0.06,,
FM,BBC Radio Cymru Cardigan Bay Mynydd Pencarreg,BBC Radio Cymru,94100000,52.067402,-4.076523,411,0.2,,
FM,BBC Radio Cymru Ogmore Vale,BBC Radio Cymru,95000000,51.593504,-3.546781,298,0.01,,
FM,BBC Radio Cymru Colwyn Bay Penmaen Rhos,BBC Radio Cymru,92800000,53.286941,-3.684982,125,0.1,,
FM,BBC Radio Cymru Cwmbran Pennar,BBC Radio Cymru,94700000,51.656112,-3.144564,228,0.005,,
FM,BBC Radio Cymru Pontypool,BBC Radio Cymru,93600000,51.685712,-3.036095,250,0.025,,
FM,BBC Radio Cymru Pontypridd Porth,BBC Radio Cymru,104500000,51.617787,-3.403306,247,0.01,,
FM,BBC Radio Cymru Neath Valley RHEOLA,BBC Radio Cymru,92600000,51.741661,-3.679878,409,0.01,,
FM,BBC Radio Cymru Rhymney RHYMNEY,BBC Radio Cymru,104900000,51.730587,-3.264891,419,0.02,,
FM,BBC Radio Cymru Rhondda Valley Ton Pentre,BBC Radio Cymru,93200000,51.64954,-3.504023,323,0.003,,
FM,BBC Radio Cymru Neath Valley Varteg Hill,BBC Radio Cymru,93300000,51.754672,-3.773522,351,0.024,,
FM,BBC Radio Cymru South Glamorgan Wenvoe,BBC Radio Cymru,96800000,51.459476,-3.282282,129,150,,
FM,BBC Radio Derby (FM) North Derbyshire Buxton,BBC Radio Derby (FM),96000000,53.275085,-1.911935,432,0.05,,
FM,BBC Radio Derby (FM) Derbyshire Drum Hill,BBC Radio Derby (FM),104500000,52.975288,-1.442404,156,2.2,,
FM,BBC Radio Derby (FM) Derbyshire Stanton Moor,BBC Radio Derby (FM),95300000,53.170195,-1.633756,305,0.6,,
FM,BBC Radio Devon (FM) Torbay Beacon Hill North,BBC Radio Devon (FM),104300000,50.447129,-3.610498,196,1,,
FM,BBC Radio Devon (FM) Exeter Exeter (St Thomas),BBC Radio Devon (FM),95800000,50.719122,-3.562148,102,0.226,,
FM,BBC Radio Devon (FM) North Devon Huntshaw Cross,BBC Radio Devon (FM),94800000,50.979244,-4.098818,200,0.5,,
FM,BBC Radio Devon (FM) Devon North Hessary Tor,BBC Radio Devon (FM),103400000,50.550217,-4.008413,508,7.5,,
FM,BBC Radio Devon (FM) Okehampton,BBC Radio Devon (FM),96000000,50.753618,-4.005483,208,0.05,,
FM,BBC Radio Devon (FM) Plymouth Plympton,BBC Radio Devon (FM),95700000,50.381346,-4.067802,113,1,,
FM,BBC Radio Gloucestershire (FM) Gloucestershire Churchdown Hill,BBC Radio Gloucestershire (FM),104700000,51.868264,-2.175397,147,1,,
FM,BBC Radio Gloucestershire (FM) Cirencester CIRENCESTER UHF,BBC Radio Gloucestershire (FM),95800000,51.750794,-1.994303,184,0.08,,
FM,BBC Radio Gloucestershire (FM) Gloucestershire STROUD,BBC Radio Gloucestershire (FM),95000000,51.768084,-2.238625,223,0.05,,
FM,BBC Radio Humberside (FM) Humberside High Hunsley,BBC Radio Humberside (FM),95900000,53.803052,-0.565371,164,5,,
FM,BBC Radio Jersey (FM) Jersey Les Platons,BBC Radio Jersey (FM),88800000,49.246023,-2.1012,134,1.9,,
FM,BBC Radio Kent (FM) Folkestone Creteway Down,BBC Radio Kent (FM),97600000,51.099738,1.182579,166,0.1,,
FM,BBC Radio Kent (FM) Dartford Tunnel,BBC Radio Kent (FM),96700000,51.469253,0.260425,3,0,,
FM,BBC Radio Kent (FM) Dover Swingate,BBC Radio Kent (FM),104200000,51.137832,1.335758,122,5,,
FM,BBC Radio Kent (FM) London and the South East Wrotham,BBC Radio Kent (FM),96700000,51.320696,0.287702,219,4.35,,
FM,BBC Radio Lancashire (FM) Burnley Hameldon Hill,BBC Radio Lancashire (FM),95500000,53.755909,-2.291465,397,0.8,,
FM,BBC Radio Lancashire (FM) Lancashire LANCASTER,BBC Radio Lancashire (FM),104500000,54.089336,-2.779963,88,1.05,,
FM,BBC Radio Lancashire (FM) Lancashire WINTER HILL,BBC Radio Lancashire (FM),103900000,53.625547,-2.514794,439,0.909999,,
